ID,Created,Name,Description,Playlist URL
500cdbc1487a4d7da3fbeed253e5b895,2025-12-12T13:25:15Z,Song Safari: Hunting in the Wild.,"It’s Pokémon Go, but for music.

Your mission is simple: find a song in the wild — at a trendy bar, an overpriced coffee shop, a dusty record store, or anywhere music finds you — and use Shazam (or your app of choice) to “catch” it. No scrolling through playlists at home — this round is about getting out there and letting the world DJ for you. When you post, share where you were when you discovered the track. Honor system engaged… happy hunting!",https://open.spotify.com/playlist/63IXUpLd5gEmltT3oiALV3
18610863ae94440385237df817930199,2025-12-12T13:25:01Z,New Orleans! (from spund!),America’s great music city! Pick a song by an artist from New Orleans. ,https://open.spotify.com/playlist/4O9uyzl1PoqbI3uE4rxTxJ
f8f352035edc4d64872e3e91acc33896,2025-12-12T13:25:52Z,Flying Under The Gaydar (from Dianna),"Pick a song from a queer artist who has never had a Top 10 hit on the Billboard Hot 100. I’m talking more obscure artists (no Elton John, no Lady Gaga, no Queen) who identify as part of the LGBTQIA community. (If it’s a band, at least 1 member has to be queer.) Let’s find & share some dope shit. Happy hunting! 🏳️‍🌈",https://open.spotify.com/playlist/0N7wAmgxXrdCGLRShDmXNJ
a3110493c4134017a316f315e4125f61,2025-12-12T13:28:08Z,Locked in (from Josh Storm),"Locked in:
You’re on deck going for Olympic gold in the snowboard competition in Milan. You’re staring down the half pipe watching your competitors. The snow is coming down. There’s thousands of people watching in person and millions more on tv. You’ve got one run left. Adrenaline is at an all time high but you gotta keep it together too. Headphones are in. What are you listening to?",https://open.spotify.com/playlist/2cLvIqNQObhLLLt1k7Ac8N
1efdb5daf8fc48268ee24f6522de0785,2025-12-12T13:25:27Z,Covers! (from Mendo),Pick a cover that changes how you hear the original. Something that introduces something new musically to a song you may have heard a million times and makes you appreciate both versions even more. Must be a different genre from original. ,https://open.spotify.com/playlist/3Y8eslWFD3Jdoj31mQv3aD
6ef6d0acbf8f444bbc163cc197fa1905,2025-12-12T13:28:16Z,Feel Good Tunes (From Dianna 2 wins),"The days are getting longer, the weather is warming up, and the snow & ice are finally starting to melt. By grace of Jah, there is a random, 75 degree day that appears in the middle of March, just as you were about to give up hope & yeet yourself into oblivion. On this same day, your boss/child/anyone holding you responsible for anything happens to say, ""You know what, homie? You've been doing a GREAT job with things lately. Here is a free pass to take the day off & do WHATEVER YOU WANT!"" So you grab your headphones & head out the door to take a stroll in this gorgeous, warm, live-giving sunshine. You are filled to the brim with joy & happiness, grateful for this respite from *gestures broadly.* It's time to fill your ears with a song that just makes you *FEEL GOOD* no matter how many times you listen to it. What are we listening to?",https://open.spotify.com/playlist/7zC7EOxvyLNfzmh4m4MhW3
bf24a7a601434d158312cc4d2e9e3932,2025-12-12T13:28:22Z,Colors (from Zeez x 2!),Don’t think too hard. Pick a song with a color in the title. ,https://open.spotify.com/playlist/5i43lFxGKYOx3RX60Sa4sX
f4d24bc638cd42a1a3cf2a0e097a8176,2025-12-12T13:28:28Z,Jerky Jingle (from Mendo),"You've been hired by an upstart food company to select their new theme music. The disheveled, oddly furry CEO instructs: ""Grab your pencil. Timber Jerky shreds in your mouth so give me something that f'n shreds. I want an iconic guitar riff. It also has to reference one of our two dozen protein offerings.  Think hard on this one partner.",https://open.spotify.com/playlist/7bWsihg2xC91VpD1xwuHP5
fd91efd6684e42ea8bbc8e5e7b7ced25,2025-12-12T13:29:29Z,The Future (from Asa),Pick a song that sounds like it comes from the future. (editors note: awesome job Asa!!),https://open.spotify.com/playlist/6GrsC9lvlLCbgYA8kXXrdB
0f3c931f8ca847b7a765c89b7d2e9954,2025-12-12T13:30:02Z,The Perfect Song™️ (and guess who 👀),"We all have them. They are on a short list. The perfect songs do exist in our minds. I’m convinced they are a perfect combination of both objective and subjective. Objective cause others really do understand why you consider them perfect. Little platonic ideals that we hold in a heart and others share with. But subjective because of course they are so personal to us. We keep returning. They just hit the right buttons inside our hearts minds and souls. From first note to the last. Here’s the wrinkle though…. It’s a tight season we need to make this spicy…. So when you vote on the song you have to guess who submitted it. Guess correctly, receive an extra point. Let’s the stress build to submit what you think is a perfect song but also with the right end game strategy. It’s a pleasure being your commish. Enjoy 😈",https://open.spotify.com/playlist/1qoLnylyte4uBcKeLhqLEz
